profID,avgDifficulty,avgRating,department,firstName,lastName,numRatings,wouldTakeAgainPercent,fullName
2242289,0.0,0.0,Computer Science,Pranav,Ramarao,0,,Pranav Ramarao
2242781,3.0,1.0,Accounting,Reuven,Lehavy,1,0.0,Reuven Lehavy
2242995,0.0,0.0,French,Erin,Edgington,0,,Erin Edgington
2244064,4.0,5.0,Mathematics,Sandrine,Daurat,1,100.0,Sandrine Daurat
2246185,0.0,0.0,English,Kim,Jin,0,,Kim Jin
2246574,2.0,4.5,Engineering,Sarah,Himsel-Burcon,2,100.0,Sarah Himsel-Burcon
2246635,1.8,4.8,Sociology,Fabian,Pfeffer,5,100.0,Fabian Pfeffer
2246645,3.0,4.0,Film,Vincent,Longo,1,100.0,Vincent Longo
2246935,4.5,4.0,French,Kathy,Meyer,2,100.0,Kathy Meyer
2247059,2.1,4.5,Aerospace Studies,Daniel,Inman,5,100.0,Daniel Inman
2247350,0.0,0.0,English Language  Literature,Aaron,Stone,0,,Aaron Stone
2247526,0.0,0.0,Electrical Engineering  Computer Science,Christopher,Peikert,0,,Christopher Peikert
2247666,3.3,4.7,Political Science,Noah,Nathan,3,100.0,Noah Nathan
2247916,4.0,1.0,Kinesiology,Leah,Robinson,1,0.0,Leah Robinson
2248141,4.6,5.0,Computer Science,Manos,Kapritsos,10,100.0,Manos Kapritsos
2248189,4.0,5.0,Chemical Engineering,Andrej,Lenert,4,100.0,Andrej Lenert
2248323,2.0,5.0,Geology,Samantha,Nemkin,1,100.0,Samantha Nemkin
2248403,3.0,5.0,Spanish,Victor,Rodriguez-Periera,1,100.0,Victor Rodriguez-Periera
2248422,3.0,5.0,Entrepreneurship,Ida,Abdalkhani,7,100.0,Ida Abdalkhani
2248785,3.0,5.0,Comparative Literature,Leigh,Korey,3,100.0,Leigh Korey
2248972,0.0,0.0,English,Tara,Jay,0,,Tara Jay
2249177,2.0,4.5,Electrical  Comp. Engineering,Zetian,Mi,2,100.0,Zetian Mi
2249416,2.0,4.0,Art History,Raymond,Silverman,1,100.0,Raymond Silverman
2249551,3.5,4.5,Kinesiology,Adrianne,Musick,2,100.0,Adrianne Musick
2250989,0.0,0.0,Computer Science,Rod,Johnson,0,,Rod Johnson
2251185,3.1,4.4,Business,Cheri,Alexander,6,83.0,Cheri Alexander
2251187,2.8,3.3,Psychology,Mari,Kira,11,36.0,Mari Kira
2251992,0.0,0.0,English,Ambalila,Hemsell,0,,Ambalila Hemsell
2252074,0.0,0.0,Engineering,Jason,Martz,0,,Jason Martz
2252298,3.0,5.0,Microbiology,Eric,Martens,1,100.0,Eric Martens
2252304,4.0,5.0,Microbiology,Nicole,Koropatkin,1,100.0,Nicole Koropatkin
2252569,3.0,2.8,Mathematics,Amber,Music,12,50.0,Amber Music
2252624,3.5,4.0,Kinesiology,Rebecca,Hasson,2,50.0,Rebecca Hasson
2252842,3.5,3.4,Mechanical Engineering,Jesse,Capecelatro,7,75.0,Jesse Capecelatro
2252882,4.0,2.0,Spanish,Carmen,Tovar,2,0.0,Carmen Tovar
2254001,1.0,1.0,Architecture,Adam,Fure,1,0.0,Adam Fure
2259286,0.0,0.0,Literature,Ronald,Slachta,0,,Ronald Slachta
2259827,3.0,2.0,Economics,Jose,Barbosa,1,0.0,Jose Barbosa
2262740,0.0,0.0,Medicine,Anita,Craig,0,,Anita Craig
2263995,2.8,3.8,English,Robert,Bruno,18,61.0,Robert Bruno
2264301,3.0,3.5,Aerospace Studies,Dimitra,Panagou,2,100.0,Dimitra Panagou
2264520,3.2,5.0,Mathematics,Evangelia,Gazaki,5,100.0,Evangelia Gazaki
2264521,3.0,4.5,Mathematics,Eduardo,Corona,2,100.0,Eduardo Corona
2264724,2.0,5.0,Sociology,Elizabeth,Ela,1,100.0,Elizabeth Ela
2264790,1.0,4.0,Chemistry,Tyler,Pinter,1,100.0,Tyler Pinter
2265465,3.5,4.5,Astronomy,Mark,Reynolds,2,100.0,Mark Reynolds
2272243,4.0,3.0,Electrical Engineering,Stephen,Forrest,2,50.0,Stephen Forrest
2273421,4.0,4.5,Biology,Gabrielle,Regan,2,100.0,Gabrielle Regan
2273802,3.9,2.1,Mathematics,Shuyang,Cheng,11,27.0,Shuyang Cheng
2274250,0.0,0.0,Biology,Kerry,Flegel,0,,Kerry Flegel
2276694,4.0,5.0,Comparative Literature,Harry,Kashdan,1,100.0,Harry Kashdan
2276922,5.0,1.0,Epidemiology,Donna,Stroup,1,0.0,Donna Stroup
2277544,3.0,4.4,Chemistry,John,DiMeglio,8,87.0,John DiMeglio
2278821,3.3,5.0,Advertising,Amy,Young,3,100.0,Amy Young
2278957,0.0,0.0,Public Health,Nancy,Janz,0,,Nancy Janz
2281734,3.0,5.0,Psychology,Andrea,Belgrade,2,100.0,Andrea Belgrade
2282408,3.0,3.3,Asian Studies,Erin,Brightwell,5,75.0,Erin Brightwell
2285287,4.2,1.9,Economics,Andrei,Levchenko,11,27.0,Andrei Levchenko
2291395,3.0,3.5,Materials Engineering,Liang,Qi,2,50.0,Liang Qi
2291448,0.0,0.0,Electrical Engineering amp Computer Science,tallad,bhattacharya,0,,tallad bhattacharya
2292031,3.4,4.5,Economics,Sara,Heller,5,100.0,Sara Heller
2292860,3.3,4.3,Mathematics,Elaine,Lande,3,66.0,Elaine Lande
2292990,2.8,1.3,Anthropology,J.,Florusbosch,6,16.0,J. Florusbosch
2293177,3.7,3.7,Chemistry,Luke,Peterson,3,66.0,Luke Peterson
2293867,3.0,5.0,English Language amp Literature,Sarah,Ensor,5,100.0,Sarah Ensor
2294366,3.5,2.9,Kinesiology,Joshua,Mergos,5,50.0,Joshua Mergos
2296036,3.0,4.0,Fine Arts,Nicole,Beattie,3,66.0,Nicole Beattie
2296352,3.0,5.0,Industrial Engineering,Steven,Terryn,2,100.0,Steven Terryn
2299118,3.5,2.4,Engineering,Joi,Mondisa,5,25.0,Joi Mondisa
2300993,3.6,2.7,Information Science,David,Jurgens,7,57.0,David Jurgens
2303598,2.5,4.6,Information Science,Walt,Borland,22,90.0,Walt Borland
2303896,2.7,4.3,Civil Engineering,Peter,Adriaens,3,100.0,Peter Adriaens
2306481,3.1,3.6,Film,Sarah,Murray,8,62.0,Sarah Murray
2307345,0.0,0.0,English,Laura,Finch,0,,Laura Finch
2307628,3.0,4.0,Civil Engineering,Valeriy,Ivanov,2,100.0,Valeriy Ivanov
2307640,3.0,3.1,Civil Engineering,Carol,Menassa,19,31.0,Carol Menassa
2307874,3.4,3.3,Earth Science,Benjamin,Passey,5,75.0,Benjamin Passey
2307884,2.7,5.0,Public Policy,Daniel,Raimi,3,100.0,Daniel Raimi
2308179,2.5,4.4,Communication Studies,Jamie,Moshin,11,72.0,Jamie Moshin
2308784,2.8,4.7,Psychology,Oliver,Sng,6,100.0,Oliver Sng
2308894,3.3,3.2,Chemistry,Charles,McCrory,11,63.0,Charles McCrory
2309002,0.0,0.0,Business Administration,Austin,Haag,0,,Austin Haag
2309005,4.0,2.3,Yiddish,Austin,Haag,3,66.0,Austin Haag
2309540,0.0,0.0,Entrepreneurship,Adrian,Fortino,0,,Adrian Fortino
2310185,2.0,4.4,Organizational Studies,Ashley,Harrell,7,85.0,Ashley Harrell
2310266,1.0,5.0,Health Education,Joy,Pehlke,2,100.0,Joy Pehlke
2310328,2.6,4.8,Communication Studies,Ariel,Hassell,9,100.0,Ariel Hassell
2310474,0.0,0.0,Chemistry,Hussein,Mackie,0,,Hussein Mackie
2310911,3.0,4.0,English,Nicole,McCleese,2,50.0,Nicole McCleese
2310939,4.0,5.0,Computer Science,Kevin,Angstadt,1,100.0,Kevin Angstadt
2310971,1.5,4.0,Computer Science,Kim,Diaz,2,100.0,Kim Diaz
2311366,0.0,0.0,Electrical amp Comp. Engineering,Samar,Abdelnasser,0,,Samar Abdelnasser
2311921,2.5,5.0,Spanish,Elizabeth,Walz,6,100.0,Elizabeth Walz
2312032,1.0,4.0,Business,Christine,Gordon,1,100.0,Christine Gordon
2312035,0.0,0.0,Nuclear Engineering,Shaun,Clarke,0,,Shaun Clarke
2313085,1.7,1.7,Slavic Languages,Jodi,Greig,3,0.0,Jodi Greig
2313142,3.0,5.0,Psychology,Josefina,Banales,1,100.0,Josefina Banales
2313148,2.8,5.0,Psychology,Zachary,Reese,4,100.0,Zachary Reese
2313154,3.0,4.0,Statistics,Baekjin,Kim,1,100.0,Baekjin Kim
2313273,2.7,5.0,Aerospace Studies,Aaron,Johnson,7,100.0,Aaron Johnson
2313637,2.9,4.3,Sociology,Andrei,Boutyline,4,100.0,Andrei Boutyline
2313780,3.0,4.6,History,Matthew,Spooner,13,100.0,Matthew Spooner
2313914,3.0,5.0,English,Lauren,Sirota,1,100.0,Lauren Sirota
2314113,2.8,4.5,German,Britta,Keener,6,83.0,Britta Keener
2314506,2.0,4.8,Writing,Trisha,Dowling,4,100.0,Trisha Dowling
2314685,0.0,0.0,French,Julie,Senat,0,,Julie Senat
2315109,3.0,5.0,English,Francis,Choi,1,100.0,Francis Choi
2315581,3.0,5.0,Public Health,Carrie,Karvonen-Gutierrez,1,100.0,Carrie Karvonen-Gutierrez
2315692,4.3,4.8,Mathematics,Christin,Bibby,4,100.0,Christin Bibby
2315737,0.0,0.0,Chemistry,Jeff,Spencer,0,,Jeff Spencer
2316124,0.0,0.0,English Language amp Literature,Leslie,Hempson,0,,Leslie Hempson
2316369,2.5,5.0,Biology,Kyle,Smola,2,100.0,Kyle Smola
2316619,3.6,3.9,Biomedical,Barry,Belmont,7,71.0,Barry Belmont
2317251,3.0,4.1,Astronomy,Kayhan,Gultekin,9,88.0,Kayhan Gultekin
2317457,0.0,0.0,Aerospace Studies,Venkat,Raman,0,,Venkat Raman
2318652,3.8,5.0,Mathematics,James,Peterson,6,100.0,James Peterson
2318695,3.3,5.0,Spanish,Maria Elena,Acacio Alonso,3,100.0,Maria Elena Acacio Alonso
2319378,0.0,0.0,Engineering,Barry,Belmont,0,,Barry Belmont
2319717,3.0,5.0,Statistics,Reed,Coots,1,0.0,Reed Coots
2319746,0.0,0.0,English Language amp Literature,Nell,Koring,0,,Nell Koring
2321347,3.5,3.7,Mathematics,Ruowen,Liu,4,75.0,Ruowen Liu
2321533,4.0,2.0,Nuclear Engineering,Annalisa,Manera,1,0.0,Annalisa Manera
2322726,0.0,0.0,Environment,Ganapathy,Narayanaraj,0,,Ganapathy Narayanaraj
2323023,0.0,0.0,Political Science,Ayaz,Mammadov,0,,Ayaz Mammadov
2323842,2.0,5.0,Social Work,Susan,Radzilowski,2,100.0,Susan Radzilowski
2324831,4.0,2.5,English,Livia,Woods,2,0.0,Livia Woods
2324840,4.5,1.5,Mathematics,Konstantinos,Tsouvalas,2,0.0,Konstantinos Tsouvalas
2326032,2.0,5.0,English,Tonhi,Lee,2,100.0,Tonhi Lee
2327420,3.0,5.0,Mathematics,Diana,Hubbard,2,100.0,Diana Hubbard
2327638,3.7,2.7,Social Work,Trina,Shanks,3,0.0,Trina Shanks
2327640,4.0,5.0,Social Work,Shawna,lee,2,50.0,Shawna lee
2327678,1.0,4.7,Near Eastern Studies,Anthony,Meyer,3,100.0,Anthony Meyer
2327748,0.0,0.0,English,Aran,Ruth,0,,Aran Ruth
2327913,0.0,0.0,English Language amp Literature,Matthew,Miller,0,,Matthew Miller
2328237,4.3,3.3,Art,Susan,Hoge,3,33.0,Susan Hoge
2328337,3.9,4.8,Electrical Engineering amp Computer Science,Baris,Kasikci,8,100.0,Baris Kasikci
2330646,2.6,4.1,Naval Science,David,Singer,4,75.0,David Singer
2334111,4.0,5.0,MolecularCellularDev Biology,Anthony,Vecchiarelli,7,100.0,Anthony Vecchiarelli
2334378,3.0,5.0,Naval Science,David,Jacob,1,100.0,David Jacob
2334421,3.4,4.5,Computer Science,Harrison,Davis,18,94.0,Harrison Davis
2334540,0.0,0.0,Mathematics,Moise,Mouyebe,0,,Moise Mouyebe
2334850,3.0,5.0,English,Shenika,Hankerson,1,100.0,Shenika Hankerson
2335344,1.7,3.3,Music,James,Bodiford,6,66.0,James Bodiford
2335860,3.0,5.0,Earth Science,Rebecca,Lange,1,100.0,Rebecca Lange
2335964,0.0,0.0,American Studies,Roland,Hwang,0,,Roland Hwang
2337802,2.0,1.0,Political Science,Scott,Tyson,1,0.0,Scott Tyson
2338721,2.0,5.0,English,Nora,Corrigan,1,100.0,Nora Corrigan
2339301,3.7,4.0,Asian Studies,Erick,White,3,100.0,Erick White
2340350,3.0,5.0,Spanish,Juan,Alegre,3,100.0,Juan Alegre
2340493,3.0,3.0,English,Margo,Kolenda,1,0.0,Margo Kolenda
2342035,3.5,5.0,Chemistry,Patrick,Melvin,12,100.0,Patrick Melvin
2342528,3.0,2.0,Dramatic Arts,Eryn,Rosenthal,1,0.0,Eryn Rosenthal
2343480,5.0,1.0,English,Louis,Nerry,1,0.0,Louis Nerry
2343949,2.3,4.0,Classical Studies,Garrett,Ryan,4,50.0,Garrett Ryan
2344517,2.0,3.0,Spanish,Amaya,Castillejo,1,0.0,Amaya Castillejo
2345039,3.0,4.8,Chemistry,Ryan,Bailey,4,100.0,Ryan Bailey
2345708,3.0,5.0,Foreign Languages,Zenaida,Fulgencio,2,100.0,Zenaida Fulgencio
2345955,4.0,5.0,Chemistry,Jordan,Boothe,2,100.0,Jordan Boothe
2346132,1.5,5.0,Spanish,David,Campbell,2,100.0,David Campbell
2348944,2.5,5.0,Spanish,Jaime,Hernandez,4,100.0,Jaime Hernandez
2349542,3.7,2.0,Engineering,Reetu,Das,3,33.0,Reetu Das
2349577,0.0,0.0,Environmental Science,Narayana,Ganapathy,0,,Narayana Ganapathy
2349579,0.0,0.0,Economics,Stephen,Smith,0,,Stephen Smith
2350400,2.3,4.7,Social Work,Hillary,Baldwin-Steller,3,100.0,Hillary Baldwin-Steller
2350512,0.0,0.0,Mathematics,Nicolas,Hernandez,0,,Nicolas Hernandez
2350847,3.0,5.0,Mechanical Engineering,Yihao,Zheng,1,100.0,Yihao Zheng
2350934,0.0,0.0,Mathematics,Sukayna,Basu,0,,Sukayna Basu
2351113,3.0,5.0,Social Work,Amy,Stern,1,100.0,Amy Stern
2351866,3.0,5.0,Nursing,Clayton,Shuman,4,100.0,Clayton Shuman
2352732,0.0,0.0,Nuclear Engineering,Yeung Jun (Michael),Hua,0,,Yeung Jun (Michael) Hua
2352849,3.2,5.0,Nuclear Engineering,Michael,Hua,24,100.0,Michael Hua
2352896,1.0,4.9,Earth Science,Jaime,Gleason,4,100.0,Jaime Gleason
2353640,0.0,0.0,Mathematics,Wouter,Van Limbeek,0,,Wouter Van Limbeek
2353842,4.0,2.5,Mathematics,Simon,Cho,4,25.0,Simon Cho
2353940,1.5,5.0,Management,Charleen,Case,2,100.0,Charleen Case
2354220,0.0,0.0,Mathematics,Parsiad,Azimzadeh,0,,Parsiad Azimzadeh
2354772,0.0,0.0,Organizational Studies,Michael,Heaney,0,,Michael Heaney
2355093,3.7,2.5,Mathematics,Marta,Puiggali,6,16.0,Marta Puiggali
2356323,2.9,4.3,Information Science,Chris,Teplovs,11,100.0,Chris Teplovs
2356376,3.0,5.0,Astronomy,Tyler,Gardner,1,100.0,Tyler Gardner
2356649,0.0,0.0,Economics,Edward,Chan,0,,Edward Chan
2357002,2.3,5.0,Philosophy,Derrick,Darby,3,100.0,Derrick Darby
2357038,0.0,0.0,Electrical Engineering & Computer Science,Ryien,Hosseini,0,,Ryien Hosseini
2357237,3.0,3.0,Anthropology,Brian,Stewart,2,50.0,Brian Stewart
2357310,0.0,0.0,Mechanical Engineering,Andrew,Mansfield,0,,Andrew Mansfield
2357318,3.0,4.0,Education,Chandra,Alston,2,50.0,Chandra Alston
2357541,2.1,4.4,Classics,Laura,Motta,4,100.0,Laura Motta
2360303,1.8,4.8,Communication Studies,Sol,Hart,6,100.0,Sol Hart
2360955,2.0,5.0,Information Science,Justin,Joque,1,100.0,Justin Joque
2361135,2.0,5.0,Spanish,Youngkyun,Choi,1,100.0,Youngkyun Choi
2361257,1.0,5.0,Mathematics,Ryan,Sandberg,1,100.0,Ryan Sandberg
2361568,3.4,4.7,Computer Science,Kevin,Leach,13,100.0,Kevin Leach
2362199,3.5,5.0,Accounting,Marshall,Vance,2,100.0,Marshall Vance
2362218,2.7,4.5,Creative Writing,Chris,Matthews,6,100.0,Chris Matthews
2362982,3.0,2.9,Mechanical Engineering,Kenneth,Shorter,7,66.0,Kenneth Shorter
2363118,2.6,5.0,Italian,Luisa,Garrido-Baez,8,100.0,Luisa Garrido-Baez
2363170,2.5,5.0,African-American Studies,Ingrid,Diran,4,100.0,Ingrid Diran
2363460,3.0,5.0,Business,Amy,Wisner,1,100.0,Amy Wisner
2364172,0.0,0.0,Psychology,Marjorie,Biel,0,,Marjorie Biel
2364808,2.0,2.0,Sports Management,Stefan,Szymanski,1,0.0,Stefan Szymanski
2364841,2.0,5.0,Industrial Engineering,Sarthak,Shukla,1,100.0,Sarthak Shukla
2365161,0.0,0.0,Women's Studies,Lisa,Harris,0,,Lisa Harris
2365519,2.0,5.0,English Language & Literature,Ben,Mangrum,2,100.0,Ben Mangrum
2367371,0.0,0.0,English,Kendon,Smith,0,,Kendon Smith
2368039,0.0,0.0,Architecture,Emine,Kayim,0,,Emine Kayim
2368868,3.3,2.3,Economics,Michael,Mueller-Smith,3,33.0,Michael Mueller-Smith
2370128,3.0,5.0,Economics,Nirupama,Rao,1,100.0,Nirupama Rao
2371177,0.0,0.0,African-American Studies,Heidi,Morse,0,,Heidi Morse
2374965,4.4,2.0,Mathematics,Zili,Zhang,7,28.0,Zili Zhang
2374981,3.0,5.0,Economics,Ayman,Reda,1,100.0,Ayman Reda
2377931,0.0,0.0,Environment,Ivan,Jayawan,0,,Ivan Jayawan
2378450,3.0,3.5,Marketing,Carolyn,Yoon,2,50.0,Carolyn Yoon
2380912,3.0,4.0,Philosophy,Caroline,Perry,1,0.0,Caroline Perry
2381998,0.0,0.0,American LngCulture Institute,Rebecca,Zurier,0,,Rebecca Zurier
2384602,0.0,0.0,English,Coleen,Herbert,0,,Coleen Herbert
2384830,1.8,4.3,Environmental Science,Julia,Cole,6,100.0,Julia Cole
2385032,2.5,3.5,Music Performance,David,Halen,2,50.0,David Halen
2385035,2.3,2.9,Sociology,Margo,Mahan,18,44.0,Margo Mahan
2385591,3.5,4.5,Engineering,Christiane,Jablonowski,2,100.0,Christiane Jablonowski
2386534,4.5,3.5,Chemistry,Jacob,Lutter,2,0.0,Jacob Lutter
2386583,3.0,5.0,Classical Studies,Linda,Gosner,1,100.0,Linda Gosner
2387031,1.0,4.6,Business,David,Wooten,7,100.0,David Wooten
2387394,0.0,0.0,Business,Francine,Lafontaine,0,,Francine Lafontaine
2387417,0.0,0.0,Communication Studies,Sriram,Mohan,0,,Sriram Mohan
2387616,3.0,5.0,Economics,Rohen,Shah,1,100.0,Rohen Shah
2388914,2.0,5.0,University Courses,Teresa,Sanchez-Snell,2,100.0,Teresa Sanchez-Snell
2389271,3.0,5.0,Social Work,Erin,Martinez-Gilliard,1,100.0,Erin Martinez-Gilliard
2389463,0.0,0.0,Dance,Amy,West,0,,Amy West
2391395,0.0,0.0,Political Science,Roya,Talibova,0,,Roya Talibova
2391590,0.0,0.0,Chemistry,George,Garcia,0,,George Garcia
2393141,3.4,4.8,Mathematics,Kathleen,Storey,15,100.0,Kathleen Storey
2393982,2.0,5.0,African-American Studies,Heather,Thompson,1,100.0,Heather Thompson
2396423,0.0,0.0,Political Science,Darry,Powell-Young,0,,Darry Powell-Young
2396424,0.0,0.0,Mathematics,Grace,Ngunkeng,0,,Grace Ngunkeng
2396425,0.0,0.0,Writing,Suzanne,Drapeau,0,,Suzanne Drapeau
2398455,3.0,5.0,English,Matthew,Liberti,1,100.0,Matthew Liberti
2398973,0.0,0.0,Linguistics,Kate,Sherwood,0,,Kate Sherwood
2401887,2.4,3.6,Physics,Alexander,Thomas,8,85.0,Alexander Thomas
2404320,2.0,2.0,Art,Kathryn,Luchs,1,0.0,Kathryn Luchs
2404328,0.0,0.0,Public Health,Rebecca,Haffajee,0,,Rebecca Haffajee
2404594,0.0,0.0,Computer Science,Chad,Sharp,0,,Chad Sharp
2404680,0.0,0.0,Chinese,Lu,Xiaoying,0,,Lu Xiaoying
2406986,4.0,2.0,Physiology,Scott,Leiser,1,0.0,Scott Leiser
2408067,4.6,2.8,Statistics,James,Henderson,5,40.0,James Henderson
2408825,0.0,0.0,Chemistry,Troy,Wymore,0,,Troy Wymore
2409242,3.3,2.9,Chemistry,Sarah,Keane,5,50.0,Sarah Keane
2409251,2.0,5.0,Public Health,Allen,Flynn,2,100.0,Allen Flynn
2410095,0.0,0.0,Mathematics,Steffan,Maass,0,,Steffan Maass
2412415,4.0,5.0,Political Science,Drew,Winkler,1,100.0,Drew Winkler
2413205,0.0,0.0,Music,Scott,Piper,0,,Scott Piper
2413910,4.3,1.6,Earth Science,Sierra,Petersen,7,16.0,Sierra Petersen
2414209,0.0,0.0,Electrical Engineering amp Computer Science,Joel,Van Laven,0,,Joel Van Laven
2414646,2.5,4.5,Physics,Lu,Li,2,50.0,Lu Li
2414987,3.6,2.1,Information Science,Corey,Powell,4,100.0,Corey Powell
2415050,1.0,5.0,Creative Writing,Lorenzo,Diaz-Cruz,1,100.0,Lorenzo Diaz-Cruz
2417030,3.0,5.0,Spanish,Juan,Leal Ugalde,2,100.0,Juan Leal Ugalde
2419163,0.0,0.0,Jazz Studies,Frank,Portolese,0,,Frank Portolese
2421353,2.6,4.0,Slavic Languages,Ania,Aizman,12,66.0,Ania Aizman
2422045,4.0,5.0,Business,Jeremy,Kress,1,100.0,Jeremy Kress
2425844,3.0,5.0,Economics,Esteban,Peralta,9,88.0,Esteban Peralta
2428365,0.0,0.0,Information Science,Tawanna,Dillahunt,0,,Tawanna Dillahunt
2428575,4.0,5.0,Social Work,Kathryn,Irish,1,100.0,Kathryn Irish
2428580,0.0,0.0,Social Work,Leigh,Robertson,0,,Leigh Robertson
2428698,3.5,4.0,English,Kathryn,Van Zanen,2,50.0,Kathryn Van Zanen
2428907,2.0,5.0,Art,Margo,Wolowiec,1,100.0,Margo Wolowiec
2429116,3.3,2.3,Chemistry,Jennifer,Schmidt-McCormack,7,14.0,Jennifer Schmidt-McCormack
2431040,3.0,3.5,Social Work,Daicia,Price,5,60.0,Daicia Price
2431210,2.0,5.0,Engineering,Anthony,Muscat,1,100.0,Anthony Muscat
2431611,3.0,3.5,Spanish,Grace,Miller,2,50.0,Grace Miller
2431759,3.0,5.0,Korean,Hyunjoo,Oh,1,100.0,Hyunjoo Oh
2432061,3.0,3.6,Economics,Lauren,Bergquist,7,85.0,Lauren Bergquist
2432204,2.0,2.0,English,Shira,Schwartz,1,0.0,Shira Schwartz
2432525,0.0,0.0,Psychology,Scott,Swanson,0,,Scott Swanson
2432636,3.2,5.0,Computer Science,Harry,Davis,7,100.0,Harry Davis
2433216,0.0,0.0,Mathematics,Andrew,McMillan,0,,Andrew McMillan
2433742,3.5,5.0,Biology,Kaila,Boldt,2,100.0,Kaila Boldt
2433849,2.0,3.0,French,Irene,Delaney,2,50.0,Irene Delaney
2434288,4.3,2.1,Mathematics,Rohit,Nagpal,9,22.0,Rohit Nagpal
2434770,1.0,3.0,Statistics,Mary Ann,Ritter,1,0.0,Mary Ann Ritter
2435069,0.0,0.0,Kinesiology,Ryan,Pinheiro,0,,Ryan Pinheiro
2435146,0.0,0.0,Political Science,Byung,Kim,0,,Byung Kim
2435273,3.0,4.0,Psychology,Valerie,Freund,1,100.0,Valerie Freund
2435282,1.3,5.0,Health Education,Kellie,Carbone,3,100.0,Kellie Carbone
2435383,3.5,2.5,Medicine,Kelli,Sullivan,2,0.0,Kelli Sullivan
2435670,2.0,5.0,English Language amp Literature,David,Davison,3,100.0,David Davison
2435675,0.0,0.0,English Language amp Literature,Daniel,Williford,0,,Daniel Williford
2436574,2.0,5.0,Comparative Literature,Grace,Zanotti,1,100.0,Grace Zanotti
2436584,0.0,0.0,American LngCulture Institute,Lawrence,La Fountain-Stokes,0,,Lawrence La Fountain-Stokes
2437070,0.0,0.0,English Language & Literature,Patricia,Khleif,0,,Patricia Khleif
2437089,2.5,4.5,English Language & Literature,Gregory,Schutz,2,100.0,Gregory Schutz
2437131,2.3,4.5,Sociology,Pablo,Gaston,10,90.0,Pablo Gaston
2437302,4.5,5.0,English Language & Literature,Samuel,Jensen,2,50.0,Samuel Jensen
2437464,2.5,3.5,Judaic Studies,Rebecca,Wollenberg,2,50.0,Rebecca Wollenberg
2438025,3.0,5.0,Theater,Christina,Traister,1,100.0,Christina Traister
2438082,0.0,0.0,Anthropology,Katherine,Dimmery,0,,Katherine Dimmery
2438101,4.0,5.0,Theater,Ashley,Lucas,1,100.0,Ashley Lucas
2438492,3.0,1.0,Mathematics,Alexandros,Saplaouras,1,0.0,Alexandros Saplaouras
2438797,0.0,0.0,Nursing,Barbara-Jean,Sullivan,0,,Barbara-Jean Sullivan
2438816,2.6,4.1,English Language & Literature,Ani,Bezirdzhyan,9,77.0,Ani Bezirdzhyan
2441984,3.0,1.0,English,Natalia,Knoblock,1,0.0,Natalia Knoblock
2442067,1.5,3.0,Asian Studies,Dylan,Ellefson,2,50.0,Dylan Ellefson
2442424,2.0,5.0,American Studies,Brittany,Maugeri,2,100.0,Brittany Maugeri
2442437,1.8,4.8,American LngCulture Institute,Scott,Hwang,4,100.0,Scott Hwang
2442716,2.8,3.8,English,Mason,Jabbari,3,100.0,Mason Jabbari
2443716,0.0,0.0,English Language amp Literature,Gabrielle,Sarpy,0,,Gabrielle Sarpy
2443720,3.3,2.3,English Language amp Literature,Marlin,Jenkins,3,33.0,Marlin Jenkins
2443722,3.0,3.5,English Language & Literature,Bassam,Sidiki,2,50.0,Bassam Sidiki
2443738,3.0,5.0,Philosophy,Josh,Hunt,2,100.0,Josh Hunt
2445393,0.0,0.0,Asian Studies,David,Brick,0,,David Brick
2445686,0.0,0.0,Economics,Dyanne,Vaught,0,,Dyanne Vaught
2445690,2.0,3.2,Linguistics,Emily,Atkinson,4,50.0,Emily Atkinson
2445812,3.2,4.6,Communication Studies,Caitlin,Lawson,5,100.0,Caitlin Lawson
2447640,3.0,4.5,Theater,Gillian,Eaton,2,100.0,Gillian Eaton
2447648,3.0,5.0,Theater,Kris,Danford,2,100.0,Kris Danford
2447780,3.0,4.0,Mathematics,Steven,Karp,2,50.0,Steven Karp
2448163,4.2,4.3,Genetics,Aimkamon,Bunmee,6,83.0,Aimkamon Bunmee
2448824,2.0,5.0,English Language & Literature,April,Conway,1,100.0,April Conway
2450961,2.5,5.0,Psychology,Erin,Naffziger,2,100.0,Erin Naffziger
2451633,3.0,5.0,Entrepreneurship,Brandon,McNaughton,1,100.0,Brandon McNaughton
2452086,0.0,0.0,Music,Inderjit,Kaur,0,,Inderjit Kaur
2452612,2.5,5.0,Spanish,Audrey,Hansen,2,100.0,Audrey Hansen
2453102,2.3,2.5,Psychology,Jason,Isbell,4,25.0,Jason Isbell
2454347,3.0,5.0,Industrial Engineering,Esmaeil,Keyvanshokooh,2,100.0,Esmaeil Keyvanshokooh
2454505,0.0,0.0,Architecture,Craig,Wilkins,0,,Craig Wilkins
2454588,0.0,0.0,Information Science,Nicole,Ellison,0,,Nicole Ellison
2454653,4.0,4.0,Mathematics,Joseph,Conlon,2,50.0,Joseph Conlon
2462138,4.0,3.0,Biomedical,Brendon,Baker,1,0.0,Brendon Baker
2462824,3.0,5.0,Computer Science,Raed,Almomani,3,100.0,Raed Almomani
2464425,3.8,2.8,English,Dana,Murphy,5,40.0,Dana Murphy
2465151,3.4,1.9,Economics,Zach,Brown,14,20.0,Zach Brown
2465976,3.8,2.9,American Studies,Leila,Kawar,5,25.0,Leila Kawar
