profID,avgDifficulty,avgRating,department,firstName,lastName,numRatings,wouldTakeAgainPercent
2409251,2,5,Public Health,Allen,Flynn,2,100
2410095,0,0,Mathematics,Steffan,Maass,0,-1
2412415,4,5,Political Science,Drew,Winkler,1,100
2413205,0,0,Music,Scott,Piper,0,-1
2413910,4.3,1.6,Earth Science,Sierra,Petersen,7,16.6667
2414209,0,0,Electrical Engineering amp Computer Science,Joel,Van Laven,0,-1
2414646,2.5,4.5,Physics,Lu,Li,2,50
2414987,3.6,2.1,Information Science,Corey,Powell,4,100
2415050,1,5,Creative Writing,Lorenzo,Diaz-Cruz,1,100
2417030,3,5,Spanish,Juan,Leal Ugalde,2,100
2419163,0,0,Jazz Studies,Frank,Portolese,0,-1
2421353,2.6,4,Slavic Languages,Ania,Aizman,12,66.6667
2422045,4,5,Business,Jeremy,Kress,1,100
2425844,3,5,Economics,Esteban,Peralta,9,88.8889
2428365,0,0,Information Science,Tawanna,Dillahunt,0,-1
2428575,4,5,Social Work,Kathryn,Irish,1,100
2428580,0,0,Social Work,Leigh,Robertson,0,-1
2428698,3.5,4,English,Kathryn,Van Zanen,2,50
2428907,2,5,Art,Margo,Wolowiec,1,100
2429116,3.3,2.3,Chemistry,Jennifer,Schmidt-McCormack,7,14.2857
2431040,3,3.5,Social Work,Daicia,Price,5,60
2431210,2,5,Engineering,Anthony,Muscat,1,100
2431611,3,3.5,Spanish,Grace,Miller,2,50
2431759,3,5,Korean,Hyunjoo,Oh,1,100
2432061,3,3.6,Economics,Lauren,Bergquist,7,85.7143
2432204,2,2,English,Shira,Schwartz,1,0
2432525,0,0,Psychology,Scott,Swanson,0,-1
2432636,3.2,5,Computer Science,Harry,Davis,7,100
2433216,0,0,Mathematics,Andrew,McMillan,0,-1
2433742,3.5,5,Biology,Kaila,Boldt,2,100
2433849,2,3,French,Irene,Delaney,2,50
2434288,4.3,2.1,Mathematics,Rohit,Nagpal,9,22.2222
2434770,1,3,Statistics,Mary Ann,Ritter,1,0
2435069,0,0,Kinesiology,Ryan,Pinheiro,0,-1
2435146,0,0,Political Science,Byung,Kim,0,-1
2435273,3,4,Psychology,Valerie,Freund,1,100
2435282,1.3,5,Health Education,Kellie,Carbone,3,100
2435383,3.5,2.5,Medicine,Kelli,Sullivan,2,0
2435670,2,5,English Language amp Literature,David,Davison,3,100
2435675,0,0,English Language amp Literature,Daniel,Williford,0,-1
2436574,2,5,Comparative Literature,Grace,Zanotti,1,100
2436584,0,0,American LngCulture Institute,Lawrence,La Fountain-Stokes,0,-1
2437070,0,0,English Language & Literature,Patricia,Khleif,0,-1
2437089,2.5,4.5,English Language & Literature,Gregory,Schutz,2,100
2437131,2.3,4.5,Sociology,Pablo,Gaston,10,90
2437302,4.5,5,English Language & Literature,Samuel,Jensen,2,50
2437464,2.5,3.5,Judaic Studies,Rebecca,Wollenberg,2,50
2438025,3,5,Theater,Christina,Traister,1,100
2438082,0,0,Anthropology,Katherine,Dimmery,0,-1
2438101,4,5,Theater,Ashley,Lucas,1,100
2438492,3,1,Mathematics,Alexandros,Saplaouras,1,0
2438797,0,0,Nursing,Barbara-Jean,Sullivan,0,-1
2438816,2.6,4.1,English Language & Literature,Ani,Bezirdzhyan,9,77.7778
2441984,3,1,English,Natalia,Knoblock,1,0
2442067,1.5,3,Asian Studies,Dylan,Ellefson,2,50
2442424,2,5,American Studies,Brittany,Maugeri,2,100
2442437,1.8,4.8,American LngCulture Institute,Scott,Hwang,4,100
2442716,2.8,3.8,English,Mason,Jabbari,3,100
2443716,0,0,English Language amp Literature,Gabrielle,Sarpy,0,-1
2443720,3.3,2.3,English Language amp Literature,Marlin,Jenkins,3,33.3333
2443722,3,3.5,English Language & Literature,Bassam,Sidiki,2,50
2443738,3,5,Philosophy,Josh,Hunt,2,100
2445393,0,0,Asian Studies,David,Brick,0,-1
2445686,0,0,Economics,Dyanne,Vaught,0,-1
2445690,2,3.2,Linguistics,Emily,Atkinson,4,50
2445812,3.2,4.6,Communication Studies,Caitlin,Lawson,5,100
2447640,3,4.5,Theater,Gillian,Eaton,2,100
2447648,3,5,Theater,Kris,Danford,2,100
2447780,3,4,Mathematics,Steven,Karp,2,50
2448163,4.2,4.3,Genetics,Aimkamon,Bunmee,6,83.3333
2448824,2,5,English Language & Literature,April,Conway,1,100
2450961,2.5,5,Psychology,Erin,Naffziger,2,100
2451633,3,5,Entrepreneurship,Brandon,McNaughton,1,100
2452086,0,0,Music,Inderjit,Kaur,0,-1
2452612,2.5,5,Spanish,Audrey,Hansen,2,100
2453102,2.3,2.5,Psychology,Jason,Isbell,4,25
2454347,3,5,Industrial Engineering,Esmaeil,Keyvanshokooh,2,100
2454505,0,0,Architecture,Craig,Wilkins,0,-1
2454588,0,0,Information Science,Nicole,Ellison,0,-1
2454653,4,4,Mathematics,Joseph,Conlon,2,50
2462138,4,3,Biomedical,Brendon,Baker,1,0
2462824,3,5,Computer Science,Raed,Almomani,3,100
2464425,3.8,2.8,English,Dana,Murphy,5,40
2465151,3.4,1.9,Economics,Zach,Brown,14,20
2465976,3.8,2.9,American Studies,Leila,Kawar,5,25
2472392,0,0,Environmental Science,Dan,Rabosky,0,-1
2472452,0,0,Ecology amp Evolutionary Biology,Luis,Zaman,0,-1
2474426,2,5,German,Elizabeth,McNeil,1,100
2475924,4,5,Mathematics,James,Heffers,24,100
2476286,3,5,American Studies,Yahya,Hafez,1,100
2476634,2,5,Microbiology,Kathryn,Eaton,1,100
2476719,3,5,African-American Studies,Aliyah,Khan,2,100
2476981,2,5,Spanish,Marisol,Fila,1,100
2478020,3.6,1.8,Information Science,Gabriela,Marcu,12,12.5
2478240,2.9,4.6,History,Kin-Yee Ian,Shin,8,87.5
2478512,1.9,4.3,Engineering,Kim,Lewis,4,100
2480020,3.4,2.6,Spanish,Mario,Gumiel,5,40
2481225,3,4.5,Art,Omar,Sosa-Tzec,2,100
2481510,3.3,5,Chemistry,Carol,Ann Castaneda,21,90.4762
2481512,3.5,4.5,English,Elizabeth,Reese,2,100
2485253,0,0,Sociology,Mercedez,Dunn,0,-1
2485411,3,4.7,Accounting,Madeline,Thompson,3,100
2485574,3,3.5,Mathematics,Michal,Zydor,2,50
2486230,0,0,History,Kevin,Ko,0,-1
2486249,0,0,Statistics,Yujia,Pan,0,-1
2486282,0,0,Art,Ron,Eglash,0,-1
2488080,0,0,Mathematics,Danny,Nguyen,0,-1
2494633,4,3,Materials Engineering,Ashwin,Shahani,1,100
2494775,2,5,Philosophy,Chris,Nicholson,1,100
2498727,3.8,4.3,Physics,Ben,Safdi,4,75
2505286,3.5,4,Philosophy,Mercedes,Corredor,2,50
2505375,0,0,Industrial Engineering,ruiwei,jiang,0,-1
2505443,2,4,African-American Studies,Gaurav,Desai,1,100
2506365,0,0,Environmental Science,Craig,Harris,0,-1
2506366,0,0,Environmental Science,Richard,Neitzel,0,-1
2506367,0,0,Environmental Science,Rudy,Richardson,0,-1
2506792,0,0,Epidemiology,Jennifer,Smith,0,-1
2508800,0,0,Music,Adam,Unsworth,0,-1
2509603,4,2,Art,Bruce,Tharp,1,0
2511138,0,0,Sociology,Stephanie,Muringer,0,-1
2514767,0,0,English,Katie,Coleman,0,-1
2514908,4,5,Mathematics,Mitchell,Newberry,1,100
2514928,0,0,Mathematics,Zimmerling,Joern,0,-1
2515677,0,0,Social Work,Ellen,Chute,0,-1
2516102,3.5,1.5,Mathematics,Hailun,Zheng,2,0
2516145,0,0,Electrical Engineering & Computer Science,Zohreh,Sharafi,0,-1
2516277,0,0,Psychology,Richard,Gonzales,0,-1
2517036,4,3.8,Mathematics,Tasho,Kaletha,4,75
2517211,3,4,Organizational Studies,Steven,Samford,1,100
2517994,3,5,German,Elizabeth,Sokol,1,100
2518456,4,5,English,Dylan,Ogden,1,100
2519873,2.1,4.5,Linguistics,Lisa,Levinson,12,90
2520336,2,4,Economics,Pablo,Ottonello,5,80
2521864,3.5,1.5,Mathematics,Caleb,Ashley,2,0
2522529,4,2.3,Finance,Seokwoo,Lee,6,16.6667
2523221,4,3,Chemical Engineering,Jovan,Kamcev,1,0
2523226,3,2.5,English,Michael,Weinstein,2,50
2523854,0,0,Art,John,Clarke,0,-1
2525179,0,0,Computer Science,Kartikeya,Kandula,0,-1
2525847,2,4.5,Public Health,Zhenhua,Yang,2,100
2526115,0,0,Mathematics,Steven,Damelin,0,-1
2528471,2,5,Philosophy,Angela,Sun,2,100
2528524,0,0,Public Health,Marisa,Eisenberg,0,-1
2529195,2.5,5,Environment,Noah,Hall,2,100
2529857,0,0,Accounting,Bob,Adams,0,-1
2530614,3,4,Sociology,Jaeeun,Kim,1,100
2531885,2.3,4.3,Writing,Shuwen,Li,5,100
2532815,5,1,Communication Studies,Tupur,Chatterjee,2,0
2532903,3.5,2.4,Civil Engineering,Lissa,MacVean,6,33.3333
2533893,3,5,Social Work,Lisa,Fedina,5,100
2534949,3,4,African-American Studies,Jessica,Walker,1,100
2536218,3,5,Yiddish,Elena,Luchina,3,100
2538018,2,4,Entrepreneurship,Michale,Johnson,1,100
2539308,3,4,Art,Annica,Cuppetelli,4,100
2539325,1,5,Dance,Charli,Brissey,1,100
2540472,0,0,Nuclear Engineering,Martha,Matuszak,0,-1
2541779,3,5,Sociology,Daniel,Ellman,2,100
2542046,0,0,English,Tarfia,Faizullah,0,-1
2542136,0,0,Mathematics,Zhan,Jiang,0,-1
2542198,0,0,Business,Michael,James,0,-1
2542205,2.8,5,Women's Studies,Jennifer,Jones,5,100
2542315,3.4,3.8,Film,Swapnil,Rai,3,66.6667
2544370,3,5,Philosophy,Wade,Munroe,1,100
2544830,1.2,4.6,Linguistics,Savithry,Namboodiripad,5,100
2545260,0,0,Biochemistry,Dan,Bochar,0,-1
2546236,0,0,Psychology,Isis,Settles,0,-1
2547455,3.3,4.5,Criminal Justice,Becca,Pickus,7,100
2547582,4,4.5,Chemistry,Cole,Cruz,2,100
2547630,3,5,Earth Science,Michela,Arnaboldi,1,100
2548054,0,0,English Language amp Literature,Patricia,Khleif,0,-1
2548085,5,3.1,Mathematics,Zach,Norwood,13,80
2549286,2.3,5,Sociology,Matt,Sullivan,5,100
2549597,4,3,Chemistry,Nicholas,Miller,1,100
2549598,3,4,Accounting,Heidi,Packard,1,100
2549611,0,0,Cognitive Science,Ian,Calloway,0,-1
2549971,4,5,English,Rebecca,Hixon,1,100
2549981,3,4,Chemistry,William,Stith,1,100
2550005,1.3,4.3,Sociology,Andrea,Kelley,4,75
2550424,5,2,Chemistry,Judy,Wu,1,0
2551149,2.6,2.8,Linguistics,Natasha,Abner,4,0
2551982,3,5,Sociology,Jesse,Yeh,2,100
2552450,2.6,3.3,Theater,Joel,Lingaur,8,62.5
2552451,4,4,Theater,Daniel,Cantor,1,100
2552685,3.1,3,Business,Tariq,Mughal,4,50
2553696,3,5,Spanish,Martin,Ruiz-Mendoza,1,100
2554244,2,4,Education,Rebecca,Quintana,1,100
2554942,2,4.5,Theater,Tzveta,Kassabova,2,100
2554977,0,0,Mathematics,Annaliese,Keiser,0,-1
2555119,2,5,Residential College,Jennifer,Goltz-Taylor,1,100
2556530,0,0,English,Anna,Almore,0,-1
2560893,3.7,4.3,Political Science,Patrick,Peel,3,66.6667
2561269,3.6,4,Spanish,Jennifer,Hartson,5,60
2562795,0,0,Art,Audrey,Bennett,0,-1
2562990,2,5,Computer Science,Roya,Ensafi,1,100
2564660,0,0,Theater,Joel,Linguar,0,-1
2564671,1,4,Earth Science,Yihe,Huang,1,100
2564881,3,5,English,Molly,Beer,1,100
2566524,3,5,Comparative Literature,Ana,Popovic,1,100
2566756,0,0,Psychiatry,Kate,Fitzgerald,0,-1
2567139,2.5,4,Engineering,Susan,Lepri,2,100
2567650,2.8,5,Computer Science,Mahdi,Cheraghchi,5,100
2567877,0,0,Mathematics,Anna,Weingandt,0,-1
2567907,3,2,English Language amp Literature,Elizabeth,Ferszt,1,0
2568103,4,1,English,Constanza,Contreras Ruiz,1,0
2568194,0,0,Psychology,Crystal,Carr,0,-1
2568660,3.3,4.9,Mathematics,Giuseppe,Martone,4,100
2570654,4,5,Chemical Engineering,Peter,Tessier,1,100
2572023,0,0,Comparative Literature,Lisa,Levin,0,-1
2572929,3,5,Nuclear Engineering,Kimberlee,Kearfott,1,100
2574205,3.6,4.6,Computer Science,Cyrus,Omar,5,80
2574236,2,4.3,Sociology,Rebecca,Christensen,5,80
2574589,4,2,Music,Benny,Green,1,0
2575013,4,1,Sociology,Neil,Gong,1,0
2578232,3,4,Mathematics,Alexander,Garver,1,100
2578622,0,0,Biochemistry,Markos,Koutmos,0,-1
2578889,2.4,5,Geography,Anthony,Marcum,3,100
2581300,0,0,Education,Karen,McEwen,0,-1
2581345,0,0,Earth Science,Elizabeth,Crowder,0,-1
2581505,2,5,English,Caleb,Tardio,2,100
2581607,3,4,English,Lauren,Rudewicz,1,100
2581846,3,4.5,Hebrew,Ehud,Har-Even,2,50
2582608,0,0,Entrepreneurship,Jonathan,Fay,0,-1
2582789,3.9,2.9,Psychology,Alexandra,Rosati,6,100
2583453,4.5,2,Mechanical Engineering,Aaron,Towne,4,33.3333
2584364,1,3,Nursing,Judith,Policicchio,1,100
2584649,3,5,Social Work,Lisa,Wexler,1,100
2584875,3.3,3.8,Biomedical,Cameron,Louttit,4,50
2585369,2,3,Spanish,Amanda,Ndaw,1,0
2586039,0,0,American LngCulture Institute,alphonse,Pitawanakwat,0,-1
2586221,0,0,Education,Michelle,Bellino,0,-1
2586597,1,1,English,Chelsea,Welsh,2,0
2586934,4,5,Biochemistry,Jayakrishnan,Nandakumar,4,100
2589492,0,0,Social Work,James,Blackburn,0,-1
2589643,4,5,Finance,Alexander,Wirth,1,100
2590239,3.2,4.5,Political Science,Mehmet,Onder,4,75
2590620,3.8,4.8,Arabic,James,Vizthum,4,100
2590712,2,5,Public Health,Adam,Eickmeyer,1,100
2592011,2.4,5,Music,Bill,Lucas,8,100
2593290,4,5,Korean,Soyeon,Kim,1,100
2593490,4.5,2.1,Asian Studies,Anne,Rebull,7,28.5714
2596933,3,4.8,Psychology,Dina,Gohar,9,88.8889
2600450,3,2,Public Health,Sheela,Kennedy,1,0
2600791,4,5,Mathematics,Timothy,Ryan,3,100
2601980,1.4,5,English,Lauren,Geiger,3,100
2603444,0,0,Information Science,Mustafa,Naseem,0,-1
2606389,5,5,Music,Tim,McAllister,1,100
2607583,0,0,Music,Judith,Petty,0,-1
2607830,3,4,Electrical Engineering & Computer Science,Fatemeh,Arbabjolfaei,1,100
2607940,0,0,Physiology,Marguerite,Kearney,0,-1
2608219,0,0,Engineering,Yiheng,Feng,0,-1
2608690,3.5,5,Social Work,Alex,Kime,2,100
2608739,2.8,4.8,Statistics,Julie,Deeke,4,100
2610517,0,0,Hebrew,Collin,Rensch,0,-1
2611035,3.6,3.6,Social Work,Debra,Mattison,5,66.6667
2611507,0,0,Music,Anna,Nelson,0,-1
2613045,2,3.5,American Studies,Bethany,Hughes,2,100
2613139,0,0,Computer Engineering,Kevin,Leach,0,-1
2613344,0,0,Chemistry,Alexander,Poniatowsk,0,-1
2614427,0,0,Health Science,Valerie,Nieto,0,-1
2616101,0,0,Mathematics,Joonha,Park,0,-1
2618262,3.5,1.7,Chemistry,Robb,Welty,6,0
2618899,2,5,Linguistics,Yourdanis,Sedarous,1,100
2619159,1.5,4,Business Administration,Bradley,Killaly,2,50
2619600,0,0,Business,Mohamed,Mostagir,0,-1
2620463,0,0,Writing,Niku,T'Arhesi,0,-1
2622093,3,5,Mathematics,Pengyu,Le,1,100
2622316,0,0,History,Ryan,Glauser,0,-1
2623725,4,5,English Language & Literature,Aozora,Brockman,1,100
2624020,3,3,Art,Sun Young,Park,2,50
2629476,0,0,Psychology,Andrew,Marshall,0,-1
2630395,0,0,Theater,Amy,Hughes,0,-1
2631256,0,0,French,Adam,Smith,0,-1
2634653,0,0,Environment,David,Moore,0,-1
2635031,2,5,English,Catherine,Ventura,1,100
2635093,1,5,Asian Studies,Ungsan,Kim,1,100
2635381,0,0,Public Health,Denise,Anthony,0,-1
2636064,2,5,Sociology,Robert,Manduca,1,100
2636443,0,0,Business Administration,Mehmet,Begen,0,-1
2637074,4,5,Sociology,Alford,Young,1,100
2638000,2.5,5,Information Science,Edward,Happ,2,100
2638961,2,4.5,English Language amp Literature,LaTara,McLemore,2,100
2639338,0,0,Information Science,Scott,TenBrink,0,-1
2639433,3,5,Social Work,Ayesha,Ghazi,1,100
2639803,2,5,Sociology,Jasmine,Rivera,1,100
2639840,2.5,5,History,Alyssa,Penick,2,100
2640535,2,5,Mathematics,Daniel,Bergman,1,100
2640651,4,3,Computer Science,Thatchaphol,Saranurak,2,50
2641454,2,4,Nursing,Nicole,Smith,1,100
2641602,2.5,5,Nursing,Sarah,George,2,100
2643551,5,2,Nursing,Diane,Accurso,1,0
2645102,3.3,2.7,Mathematics,Andrei,Prokhorov,3,66.6667
2645456,4,3,Communication Studies,Christian,Sandvig,2,50
2645515,0,0,Statistics,Ekaterina,Astashkina,0,-1
2645694,0,0,Environmental Science,Sara Ana,Gonzalez,0,-1
2646004,2,5,Nursing,Patricia,Buslawski,1,100
2646034,3.3,4.3,Classics,Margaret,Foster,4,75
2646936,4,5,Microbiology,Melissa,Duhaime,1,100
2648519,2,5,Social Work,Elizabeth,Gumbis,1,100
2648525,3.5,3,Social Work,Sara,Crider,2,50
2648573,0,0,Spanish,Sophia,Nuntildeez,0,-1
2648575,4,1,Spanish,Sophia,Nunez,1,0
2648732,4,4,French,Yann,Gustan-Grant,1,100
2648968,2.7,3.3,Mathematics,Ahmad,Barhoumi,3,33.3333
2650429,2.4,5,Sociology,Paige,Sweet,4,100
2650450,0,0,Economics,Jim,Adams,0,-1
2650543,2,5,Creative Writing,Avi,Steinberg,2,100
2650649,2.5,5,English,Andrew Drew,Nelles,2,100
2650696,0,0,English,Lauren,Morrow,0,-1
2650900,1,1,Administration,LeAnn,Auer,1,0
2652376,0,0,English,Jaideep,Pandey,0,-1
2652806,0,0,Spanish,Sandra,Nuntildeez,0,-1
2654581,2,3,Biology,Bo,Duan,1,100
2655207,0,0,Chemistry,Andrew,Ault,0,-1
2655441,4.3,3,Mathematics,Cristian,Minoccheri,3,33.3333
2655625,3,4,English,Serena,Dobson,1,100
2656529,2.5,5,Spanish,Aaron,Boalick,2,100
2657566,0,0,Engineering,Victor,Wu,0,-1
2658256,5,1,Comparative Literature,Marlon,Sales,1,0
2658563,3.5,3,Political Science,Lacey,Slizeski,2,50
2659539,2,5,Mathematics,Katie,Waddle,1,100
2660327,0,0,Education,Charles,Davis,0,-1
2664019,2,5,English,Joey,Song,2,100
2664785,0,0,Spanish,Dayanira,Perez,0,-1
2665376,0,0,Civil Engineering,Seymour,Spence,0,-1
2665711,0,0,Nursing,Rebecca,McCann,0,-1
2670187,3.9,2,Anthropology,Alicia,Ventresca-Miller,5,20
2670440,0,0,Mathematics,Albert,Hermalin,0,-1
2671543,5,1,Engineering,David,Nordsletten,1,0
2671578,4,1,Chemistry,Jacob,Waelder,1,0
2672206,0,0,Computer Science,Hershal,Satam,0,-1
2672235,0,0,Accounting,Ahmad,Diab,0,-1
2672544,3,4,Environmental Science,Drew,Gronewold,1,-1
2673023,0,0,Marketing,Venkatram,Ramaswamy,0,-1
2675085,3,4.5,Information Science,Irene,Pasquetto,5,80
2676398,3,1,History,Sophie,Wunderlich,1,0
2678085,4,3,Mathematics,Ricardo,Grande,2,50
2678308,3,5,Sociology,Celeste,Watkins-Hayes,1,100
2678890,0,0,Music,Patricia,Hall,0,-1
2679108,2,5,Judaic Studies,Mostafa,Hussein,1,100
2680026,0,0,Finance,Kevin,O'Mango,0,-1
2680470,0,0,MolecularCellularDev Biology,Morgan,DeSantis,0,-1
2681787,0,0,Business Administration,Andrew,Wu,0,-1
2683138,3,5,Nursing,LaToya,Brown,1,100
2683329,4,5,Public Policy,Hardy,Vieux,1,100
2683446,0,0,Nursing,Cherry,Cofield,0,-1
2683459,2,5,Industrial Engineering,Luke,DeRoos,2,100
2683897,0,0,Biology,Matheus,Lopes de Sousa,0,-1
2684118,0,0,Computer Science,Xinyu,Wang,0,-1
2685435,2,5,Art History,Jennifer,Gear,1,100
2685967,0,0,University Courses,Nitesh,Singh,0,-1
2686252,2,5,Environment,Justin,Colacino,2,100
2688462,2,4.5,English,David,Williams,2,100
2688901,0,0,English,Mary,Spooner,0,-1
2689692,4,5,Engineering,Nancy,Love,1,100
2690620,3.1,4.9,Statistics,Nicholas,Rome,5,100
2691786,0,0,Public Policy,John,Hieftje,0,-1
2692729,0,0,English,Crystal,Zanders,0,-1
2692790,2,4.5,English,Emily,Na,2,100
2692964,3,4,English,Dana,Moss,1,0
2698052,3,1,Psychology,Nicolette,Salerno,1,0
2699062,3.5,1,Information Science,Abigail,Jacobs,2,0
1933314,3.2,4.4,Communication Studies,Jimmy,Draper ,17,87.5
2203653,3,5,Classical Studies,Allison,Kemmerle,2,100
458759,4.6,4.5,Chemistry,Amy,Gottfried,201,73.6842
2039815,1,3,Korean,Hyun-Ju,Oh,2,0
2818073,0,0,Nursing,Melissa,Bathish,0,-1
499740,4.1,1.7,Electrical Engineering,Trevor,Mudge,77,38.4615
2424862,3,5,Music,John,Knoedler,1,100
172081,2.9,4.2,Spanish,Tatiana,Calixto,63,100
2859066,0,0,Engineering,John,Moore,0,-1
1663047,3.5,3.4,Mathematics,Suho,OH,17,-1
991307,4.3,2.1,Electrical Engineering,Pei-Cheng,Ku,11,33.3333
991312,3,4.4,Electrical Engineering,Anthony,Grbic,4,100
1957969,2.3,4.9,Spanish,Travis,Williams,6,100
2826321,0,0,Economics,Oleg,Zamulin,0,-1
229460,3.2,4.8,Music,Jerry,Blackstone,12,-1
2334807,4,4.3,Computer Science,Sindhu,Kutty,27,80.7692
1884253,2.4,3.3,German,Shubhangi,Dabak,13,40
2695270,1.5,3,English,Ayokunle,Falomo,2,50
1957994,3.4,5,Mathematics,Paul ,Horvath,28,100
778349,2.2,3.9,Sociology,Jeffery,Paige,18,-1
2334834,3.8,4.9,Mathematics,Donato,Cianci,9,88.8889
2203768,2.1,4.9,Philosophy,Mara,Bollard,19,94.4444
1433729,3,4.5,American Studies,Tiya,Miles,1,-1
1228935,3.3,3.3,Biology,Haoxing,Xu,39,76.4706
540822,3.1,4.2,Residential College,Janet,Shier,14,100
2424984,2.4,5,English,Belquis,Elhadi,5,100
2359453,2.3,5,Industrial Engineering,Gian-Gabriel,Garcia,3,100
1654943,2.5,4.8,Spanish,Daniel,Nemser,10,100
2769055,3,5,German,Martin,Amesquita,1,100
2867365,0,0,Information Science,Kristin, Fontichiaro,0,-1
2777256,0,0,Art History,Lihong,Liu,0,-1
1917131,4,3.9,Mathematics,Ashwath,Rabindranath,5,100
549074,3.8,2,Women's Studies,Dena,Goodman,32,66.6667
1884376,2.3,4,Kinesiology,Peter,Bodary,25,83.3333
1220824,4.6,2.9,Economics,Chris,Proulx,176,41.25
319708,3,3.2,Mathematics,Sijue,Wu,5,-1
1663211,2,5,Chemistry,Shuai,Niu,1,-1
1638635,3.5,3.6,Chemistry,Nathaniel,Szymczak,5,100
1638636,2.9,3.8,Italian,Alessia,Salamina,9,100
2834668,0,0,Spanish,Alvaro,Perez- Gomez,0,-1
2048250,2.9,5,Computer Science,James,Juett,69,100
1892608,2.4,4.5,English,David,Gold,8,75
2859269,5,5,Molecular/Cellular/Dev Biology,Farzanna,Mohamed,1,100
2236682,3.6,4.7,Spanish,Victor,Rodriguez Pereira,8,100
2130190,3.4,5,Mathematics,Jacob,Haley,5,100
2048271,0,0,Psychology,Ziyong ,Lin,0,-1
1892625,2.9,4.5,History,Perrin,Selcer,12,75
2359569,3,3.3,Chemistry,Carol,Castantildeeda,3,66.6667
1892630,2.5,5,History,Jeffrey,Veidlinger,26,94.7368
1220894,3.9,3.2,Aerospace Studies,Matthias,Ihme,9,-1
2769186,0,0,Public Health,Karen,Peterson,0,-1
786727,4.3,4,Classics,Gina,Soter,17,100
2400562,5,2.5,Mathematics,Hai,Zhu,2,50
2343219,3,3.3,Mechanical Engineering,Rohini,Chandran,5,60
1130811,4,3.9,History,Meg,Raphoon,6,-1
540989,2.6,3.5,History,Matthew,Countryman,42,28.5714
2449728,2.4,1,Electrical & Comp. Engineering,Kayvan,Najarian,3,0
2875723,0,0,English,Thomas ,Walker,0,-1
1515852,3.5,2.1,Communication Studies,Megan,Ankerson,28,0
164173,3,4.2,Biology,Laura,Olsen,39,100
778575,3.5,3.5,Physics,Andrew,Tomasch,75,100
778577,3.8,3,Political Science,Patrick,O'Mahen,6,-1
2744661,3,3,Electrical & Comp. Engineering,Andrew,Owens,9,66.6667
541017,3,4.5,English,Michael,Bunn,9,-1
1524057,0,0,English,Seabrook,Teisha,0,-1
541021,1.9,4.6,Art,Mark,Tucker,12,100
2376034,2.8,4.5,Social Work,Elizabeth,Haas,4,100
532834,2.8,4.4,Sociology,Terence James,McGinn,161,77.1429
319861,4.3,3.4,Electrical Engineering,Kim,Winick,26,83.3333
1950069,2.9,4.4,Computer Engineering,Thomas,Wenisch,16,80
156024,3.5,3.5,Engineering,George,Wynarsky,161,37.7358
319866,2.2,3.1,Electrical Engineering,James,Freudenberg,22,62.5
319872,3.6,3.1,Electrical Engineering,Wayne,Stark,26,61.5385
2752906,4,4,Biophysics,Jordan,Horowitz,1,100
1434009,2.5,4.8,English,Mike,Tondre,6,100
1434013,0,0,English,Michael,Tondre,0,-1
2859424,3,4,Political Science,Justine,Davis ,1,100
1393058,3,2.3,Art History,Laura,Motta,12,80
229811,2.5,4.6,History,Leslie,Pincus,11,-1
229813,4.2,4.8,Political Science,Kenneth,Lieberthal,10,-1
229815,3.3,5,History,Victor,Lieberman,165,100
2630077,3.4,5,Electrical Engineering & Computer Science,Justin,Johnson,3,100
1081801,3.6,3.6,English,Kerry,Larson,24,100
2736597,2.3,3,English,Aisha,Sloan,6,50
2834908,0,0,Computer Science,Paul,Grubb,0,-1
2023902,1,2,Anthropology,Jane,Lynch,1,0
934371,3.4,4.9,English,Laura,Aull,7,100
2826730,2,4.4,Mathematics,Stephen,Pietromonaco,3,100
2867691,0,0,Pharmacology,Emily,Jutkiewicz,0,-1
2097648,3.5,3.9,Mathematics,Hanna,Bennett,13,63.6364
2859516,0,0,Information Science,Zoë ,Cullen,0,-1
2753022,2,5,German,Megan,Ewing,4,100
418309,2.5,4.4,Geology,Kyger,Lohmann,49,81.8182
1065481,2,4.3,Arabic,Trevor,Le Gassick,3,66.6667
1810968,5,1.5,Mathematics,Brett,Hemenway,1,-1
1565211,2,5,Communication Studies,Graham,Griffith,1,-1
2834975,2,5,International Studies,David,Zeglen,7,100
2048549,2,4.5,Engineering,Derek,Posselt,1,-1
2048550,3,4.3,Mathematics,Jay,Barraza,7,100
1810997,2,5,German,Sam,Heidelpreim,1,-1
2695733,3,5,English,Tony,Gillum,1,100
1434168,0,0,French,Julien,Gilles,0,-1
2712121,0,0,Social Work,EMily,Fitzgerald,0,-1
2114111,3,4,Computer Science,Amir,Kamil,25,82.6087
1892933,3,4.5,Women's Studies,Lauren,Gutterman,2,-1
2458181,4,5,Asian Studies,Qurratulain,Jamal,1,100
2777678,3,5,Psychology,Craig,Rodriguez-Seijas,1,100
2245199,1.9,4.5,English,Kyle,McCormick,9,100
2769496,0,0,Oceanography,Joseph,Skitka,0,-1
1114718,3.3,4,Environmental Science,Johannes,Foufopoulos,23,77.7778
541303,3.1,2.6,Communication Studies,L. Rowell,Huesmann,19,0
156282,3.6,4.8,Mathematics,Peter Gavin,Larose,80,77.2727
1680004,2.9,4.9,Spanish,Nancy,Perez,28,92.3077
2753159,3.8,3.8,Astronomy,Emily,Rauscher,3,66.6667
